,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|
5737,dec1s6qmo,95,14,1,0.957600000143051,experiment_FR,7,65,5.4,0.3,36,29,7,1,"[6, 5, 3, 6, 8, 8]","[5, 3, 8, 3, 7, 3]",4,4,0,0
5738,dec1s6qmo,96,14,1,1.40929999995232,experiment_FR,-2,38,5.4,0.3,18,20,2,0,"[2, 3, 8, 1, 3, 1]","[5, 4, 4, 3, 2, 2]",4,4,0,0
5739,dec1s6qmo,97,14,1,0.824700000047684,experiment_FR,8,50,5.4,0.3,29,21,8,1,"[3, 5, 4, 8, 4, 5]","[1, 2, 2, 6, 8, 2]",4,4,0,0
5740,dec1s6qmo,98,14,1,0.6575,experiment_FR,9,49,5.4,0.3,29,20,9,1,"[1, 5, 2, 6, 7, 8]","[1, 3, 4, 3, 6, 3]",6,4,2,2
5741,dec1s6qmo,99,14,1,0.5265,experiment_FR,13,49,5.4,0.3,31,18,13,1,"[2, 4, 8, 2, 7, 8]","[1, 3, 1, 1, 4, 8]",4,4,0,0
5742,dec1s6qmo,100,14,0,0.630400000095367,experiment_FR,-6,44,5.4,0.3,19,25,6,1,"[2, 2, 4, 2, 1, 8]","[1, 7, 8, 1, 5, 3]",4,5,-1,1
5743,dec1s6qmo,101,14,1,0.528600000143051,experiment_FR,4,66,5.4,0.3,35,31,4,1,"[3, 7, 8, 2, 7, 8]","[8, 7, 3, 1, 8, 4]",4,5,-1,1
5744,dec1s6qmo,102,14,1,0.745799999952316,experiment_FR,11,51,5.4,0.3,31,20,11,1,"[4, 6, 8, 3, 6, 4]","[8, 1, 2, 1, 4, 4]",4,4,0,0
5745,dec1s6qmo,103,14,0,0.828200000047684,experiment_FR,4,52,5.4,0.3,28,24,4,0,"[6, 1, 4, 3, 8, 6]","[1, 4, 5, 1, 5, 8]",5,4,1,1
5746,dec1s6qmo,104,14,1,1.06369999980927,experiment_FR,9,51,5.4,0.3,30,21,9,1,"[6, 3, 7, 3, 5, 6]","[5, 8, 1, 2, 3, 2]",4,5,-1,1
5747,dec1s6qmo,105,14,1,0.655799999952316,experiment_FR,6,54,5.4,0.3,30,24,6,1,"[7, 7, 5, 1, 7, 3]","[3, 2, 6, 1, 7, 5]",4,6,-2,2
5748,dec1s6qmo,106,14,0,1.011,experiment_FR,-4,58,5.4,0.3,27,31,4,1,"[4, 8, 5, 1, 4, 5]","[6, 6, 2, 8, 5, 4]",4,5,-1,1
5749,dec1s6qmo,107,14,0,0.747799999952316,experiment_FR,1,53,5.4,0.3,27,26,1,0,"[3, 3, 3, 7, 8, 3]","[1, 6, 7, 6, 5, 1]",3,4,-1,1
5750,dec1s6qmo,108,14,1,0.981100000143051,experiment_FR,6,58,5.4,0.3,32,26,6,1,"[6, 5, 7, 7, 4, 3]","[1, 7, 8, 5, 2, 3]",5,6,-1,1
5751,dec1s6qmo,109,14,0,0.742399999856949,experiment_FR,-6,46,5.4,0.3,20,26,6,1,"[6, 1, 3, 1, 6, 3]","[6, 4, 6, 8, 1, 1]",3,4,-1,1
5752,dec1s6qmo,110,14,0,1.30739999985695,experiment_FR,-4,54,5.4,0.3,25,29,4,1,"[5, 3, 2, 6, 8, 1]","[7, 5, 6, 4, 6, 1]",6,5,1,1
5753,dec1s6qmo,111,14,0,0.979,experiment_FR,-8,50,5.4,0.3,21,29,8,1,"[1, 3, 7, 4, 3, 3]","[5, 6, 1, 5, 4, 8]",4,5,-1,1
5754,dec1s6qmo,112,14,1,1.71479999995232,experiment_FR,7,37,5.4,0.3,22,15,7,1,"[6, 3, 7, 1, 3, 2]","[1, 3, 3, 5, 1, 2]",5,4,1,1
5755,dec1s6qmo,113,14,1,1.943,experiment_FR,-3,53,5.4,0.3,25,28,3,0,"[4, 4, 3, 3, 4, 7]","[6, 1, 8, 5, 3, 5]",3,5,-2,2
5756,dec1s6qmo,114,14,1,1.88339999985695,experiment_FR,3,61,5.4,0.3,32,29,3,1,"[8, 4, 5, 8, 6, 1]","[8, 1, 3, 2, 7, 8]",5,5,0,0
5757,dec1s6qmo,116,14,1,1.73829999995232,experiment_FR,-1,55,5.4,0.3,27,28,1,0,"[4, 1, 6, 7, 8, 1]","[2, 2, 8, 5, 3, 8]",5,4,1,1
5758,dec1s6qmo,117,14,0,0.636299999952316,experiment_FR,0,64,5.4,0.3,32,32,0,0,"[5, 3, 6, 2, 8, 8]","[8, 7, 1, 1, 8, 7]",5,3,2,2
5759,dec1s6qmo,118,14,1,0.853600000143051,experiment_FR,5,59,5.4,0.3,32,27,5,1,"[8, 2, 4, 3, 8, 7]","[8, 5, 5, 1, 2, 6]",5,5,0,0
5760,dec1s6qmo,119,14,1,2.09339999985695,experiment_FR,-1,51,5.4,0.3,25,26,1,0,"[4, 2, 3, 5, 4, 7]","[2, 4, 6, 1, 8, 5]",5,6,-1,1
5761,dec1s6qmo,120,14,0,1.04609999990463,experiment_FR,-3,61,5.4,0.3,29,32,3,1,"[8, 7, 2, 3, 1, 8]","[7, 5, 4, 2, 7, 7]",5,4,1,1
5762,dec1s6qmo,121,14,0,0.868200000047684,experiment_FR,-4,62,5.4,0.3,29,33,4,1,"[6, 5, 1, 6, 7, 4]","[8, 6, 7, 6, 3, 3]",5,4,1,1
5763,dec1s6qmo,122,14,0,1.60459999990463,experiment_FR,-1,49,5.4,0.3,24,25,1,1,"[2, 1, 4, 5, 5, 7]","[1, 4, 6, 2, 7, 5]",5,6,-1,1
5764,dec1s6qmo,123,14,1,1.0285,experiment_FR,7,49,5.4,0.3,28,21,7,1,"[8, 1, 4, 8, 5, 2]","[8, 3, 4, 3, 1, 2]",5,5,0,0
5765,dec1s6qmo,125,14,1,0.306800000190735,experiment_FR,5,61,5.4,0.3,33,28,5,1,"[7, 5, 6, 6, 5, 4]","[8, 2, 4, 3, 7, 4]",4,5,-1,1
5766,dec1s6qmo,126,14,0,0.664799999952316,experiment_FR,-11,59,5.4,0.3,24,35,11,1,"[3, 6, 2, 2, 3, 8]","[5, 7, 2, 6, 8, 7]",4,5,-1,1
5767,dec1s6qmo,127,14,0,0.869899999856949,experiment_FR,-5,45,5.4,0.3,20,25,5,1,"[5, 2, 1, 1, 5, 6]","[5, 3, 4, 4, 8, 1]",4,5,-1,1
5768,dec1s6qmo,128,14,0,0.717799999952316,experiment_FR,-11,53,5.4,0.3,21,32,11,1,"[4, 2, 5, 1, 1, 8]","[2, 6, 8, 7, 3, 6]",5,5,0,0
5769,dec1s6qmo,129,14,0,0.813800000190735,experiment_FR,-1,47,5.4,0.3,23,24,1,1,"[6, 5, 2, 3, 6, 1]","[4, 5, 2, 8, 1, 4]",5,5,0,0
5770,dec1s6qmo,130,14,1,0.662199999809265,experiment_FR,5,39,5.4,0.3,22,17,5,1,"[2, 8, 5, 2, 4, 1]","[1, 5, 1, 1, 7, 2]",5,4,1,1
5771,dec1s6qmo,131,14,1,0.567,experiment_FR,12,60,5.4,0.3,36,24,12,1,"[8, 5, 5, 3, 8, 7]","[3, 8, 8, 1, 3, 1]",4,3,1,1
5772,dec1s6qmo,132,14,0,0.603800000190735,experiment_FR,-8,46,5.4,0.3,19,27,8,1,"[3, 3, 4, 6, 2, 1]","[2, 4, 7, 7, 2, 5]",5,4,1,1
5773,dec1s6qmo,133,14,1,0.948599999904633,experiment_FR,3,47,5.4,0.3,25,22,3,1,"[8, 2, 6, 5, 1, 3]","[6, 2, 2, 5, 4, 3]",6,5,1,1
5774,dec1s6qmo,134,14,0,0.630800000190735,experiment_FR,-13,43,5.4,0.3,15,28,13,1,"[2, 3, 3, 1, 1, 5]","[8, 4, 4, 3, 6, 3]",4,4,0,0
5775,dec1s6qmo,135,14,1,0.915900000095367,experiment_FR,0,52,5.4,0.3,26,26,0,0,"[4, 2, 2, 5, 8, 5]","[5, 4, 6, 1, 2, 8]",4,6,-2,2
5776,dec1s6qmo,136,14,1,1.26239999985695,experiment_FR,2,54,5.4,0.3,28,26,2,1,"[1, 4, 8, 7, 6, 2]","[3, 1, 8, 5, 3, 6]",6,5,1,1
5777,dec1s6qmo,137,14,0,0.8185,experiment_FR,-7,37,5.4,0.3,15,22,7,1,"[1, 1, 7, 3, 2, 1]","[1, 2, 6, 4, 8, 1]",4,5,-1,1
5778,dec1s6qmo,138,14,1,1.6495,experiment_FR,3,43,5.4,0.3,23,20,3,1,"[1, 2, 1, 7, 8, 4]","[6, 4, 4, 2, 2, 2]",5,3,2,2
5779,dec1s6qmo,139,14,0,0.260799999952316,experiment_FR,1,53,5.4,0.3,27,26,1,0,"[1, 6, 6, 8, 4, 2]","[3, 7, 2, 3, 8, 3]",5,4,1,1
5780,dec1s6qmo,140,14,0,1.2965,experiment_FR,-8,52,5.4,0.3,22,30,8,1,"[6, 6, 1, 4, 1, 4]","[3, 8, 4, 8, 3, 4]",3,3,0,0
5781,dec1s6qmo,141,14,0,1.97690000009537,experiment_FR,-6,58,5.4,0.3,26,32,6,1,"[6, 8, 6, 1, 2, 3]","[8, 7, 6, 4, 2, 5]",5,6,-1,1
5782,dec1s6qmo,142,14,0,2.05959999990463,experiment_FR,-6,64,5.4,0.3,29,35,6,1,"[1, 8, 2, 8, 3, 7]","[7, 4, 8, 7, 4, 5]",5,4,1,1
5783,dec1s6qmo,143,14,0,1.81920000004768,experiment_FR,-1,59,5.4,0.3,29,30,1,1,"[2, 8, 5, 5, 2, 7]","[8, 3, 4, 4, 8, 3]",4,3,1,1
5784,dec1s6qmo,144,14,0,0.739200000047684,experiment_FR,-13,57,5.4,0.3,22,35,13,1,"[1, 1, 5, 7, 1, 7]","[8, 6, 8, 3, 2, 8]",3,4,-1,1
5785,dec1s6qmo,145,14,1,1.25709999990463,experiment_FR,1,57,5.4,0.3,29,28,1,1,"[4, 4, 4, 8, 5, 4]","[8, 7, 7, 1, 3, 2]",3,5,-2,2
5786,dec1s6qmo,146,14,1,1.95709999990463,experiment_FR,4,54,5.4,0.3,29,25,4,1,"[6, 3, 4, 5, 6, 5]","[2, 4, 7, 3, 7, 2]",4,4,0,0
5787,dec1s6qmo,147,14,1,1.003,experiment_FR,7,43,5.4,0.3,25,18,7,1,"[5, 5, 7, 1, 5, 2]","[5, 7, 1, 1, 2, 2]",4,4,0,0
5788,dec1s6qmo,148,14,0,1.07509999990463,experiment_FR,6,60,5.4,0.3,33,27,6,0,"[8, 2, 5, 6, 4, 8]","[2, 6, 5, 2, 5, 7]",5,4,1,1
5789,dec1s6qmo,149,14,1,1.27120000004768,experiment_FR,6,48,5.4,0.3,27,21,6,1,"[7, 5, 8, 3, 2, 2]","[4, 6, 1, 2, 7, 1]",5,5,0,0
5790,haort654q,1,24,0,1.13570000001788,experiment_FR,-9,65,7.0,0.7,28,37,9,1,"[5, 6, 8, 3, 3, 3]","[8, 7, 2, 5, 8, 7]",4,4,0,0
5791,haort654q,2,24,0,2.0045,experiment_FR,-22,60,7.0,0.7,19,41,22,1,"[4, 2, 1, 2, 5, 5]","[8, 6, 8, 7, 6, 6]",4,3,1,1
5792,haort654q,3,24,0,6.38609999999404,experiment_FR,-3,63,7.0,0.7,30,33,3,1,"[6, 5, 1, 8, 7, 3]","[7, 4, 6, 3, 5, 8]",6,6,0,0
5793,haort654q,4,24,0,4.77659999999404,experiment_FR,-4,60,7.0,0.7,28,32,4,1,"[4, 3, 4, 7, 8, 2]","[2, 2, 8, 8, 8, 4]",5,3,2,2
5794,haort654q,5,24,0,7.33770000001788,experiment_FR,-1,51,7.0,0.7,25,26,1,1,"[8, 2, 7, 1, 1, 6]","[6, 4, 2, 6, 2, 6]",5,3,2,2
5795,haort654q,6,24,1,5.11279999998212,experiment_FR,2,54,7.0,0.7,28,26,2,1,"[4, 4, 2, 8, 3, 7]","[8, 5, 1, 1, 4, 7]",5,5,0,0
5796,haort654q,7,24,1,3.10479999998212,experiment_FR,7,51,7.0,0.7,29,22,7,1,"[5, 5, 6, 5, 1, 7]","[4, 5, 7, 2, 3, 1]",4,6,-2,2
5797,haort654q,8,24,0,8.26680000001192,experiment_FR,-6,52,7.0,0.7,23,29,6,1,"[1, 4, 6, 4, 4, 4]","[6, 1, 6, 8, 6, 2]",3,4,-1,1
5798,haort654q,9,24,1,5.92290000000596,experiment_FR,8,56,7.0,0.7,32,24,8,1,"[8, 3, 4, 4, 5, 8]","[2, 6, 1, 7, 2, 6]",4,4,0,0
5799,haort654q,10,24,1,4.48840000000596,experiment_FR,5,39,7.0,0.7,22,17,5,1,"[7, 4, 4, 2, 2, 3]","[2, 1, 2, 3, 3, 6]",4,4,0,0
5800,haort654q,11,24,1,3.845,experiment_FR,5,55,7.0,0.7,30,25,5,1,"[8, 3, 4, 2, 5, 8]","[4, 2, 5, 8, 3, 3]",5,5,0,0
5801,haort654q,12,24,0,1.27709999999404,experiment_FR,-17,61,7.0,0.7,22,39,17,1,"[6, 2, 7, 2, 2, 3]","[7, 3, 8, 6, 7, 8]",4,4,0,0
5802,haort654q,13,24,1,4.10130000001192,experiment_FR,12,56,7.0,0.7,34,22,12,1,"[7, 8, 3, 7, 4, 5]","[6, 6, 1, 5, 1, 3]",5,4,1,1
5803,haort654q,14,24,0,1.7255,experiment_FR,-7,69,7.0,0.7,31,38,7,1,"[7, 4, 6, 1, 5, 8]","[7, 7, 3, 7, 8, 6]",6,4,2,2
5804,haort654q,15,24,0,2.86209999999404,experiment_FR,-8,46,7.0,0.7,19,27,8,1,"[4, 3, 3, 1, 2, 6]","[2, 8, 4, 2, 6, 5]",5,5,0,0
5805,haort654q,16,24,0,1.82669999998808,experiment_FR,-16,50,7.0,0.7,17,33,16,1,"[3, 3, 2, 1, 2, 6]","[4, 7, 5, 4, 5, 8]",4,4,0,0
5806,haort654q,17,24,0,3.15219999998808,experiment_FR,-13,55,7.0,0.7,21,34,13,1,"[3, 3, 1, 4, 5, 5]","[2, 6, 8, 5, 7, 6]",4,5,-1,1
5807,haort654q,19,24,1,7.7345,experiment_FR,0,52,7.0,0.7,26,26,0,0,"[3, 8, 8, 1, 3, 3]","[7, 7, 5, 1, 2, 4]",3,5,-2,2
5808,haort654q,20,24,0,3.301,experiment_FR,-7,57,7.0,0.7,25,32,7,1,"[6, 6, 3, 3, 6, 1]","[5, 1, 8, 2, 8, 8]",3,4,-1,1
5809,haort654q,21,24,1,4.81919999998808,experiment_FR,3,37,7.0,0.7,20,17,3,1,"[2, 6, 2, 3, 3, 4]","[2, 2, 1, 4, 1, 7]",4,4,0,0
5810,haort654q,22,24,0,2.48469999998808,experiment_FR,-8,40,7.0,0.7,16,24,8,1,"[5, 2, 1, 1, 5, 2]","[1, 3, 6, 6, 7, 1]",3,4,-1,1
5811,haort654q,23,24,0,5.81569999998808,experiment_FR,-5,45,7.0,0.7,20,25,5,1,"[6, 2, 2, 3, 6, 1]","[8, 3, 1, 7, 2, 4]",4,6,-2,2
5812,haort654q,24,24,1,5.80909999999404,experiment_FR,-2,36,7.0,0.7,17,19,2,0,"[6, 4, 2, 3, 1, 1]","[4, 2, 2, 5, 4, 2]",5,3,2,2
5813,haort654q,25,24,0,1.4415,experiment_FR,-19,69,7.0,0.7,25,44,19,1,"[3, 5, 3, 8, 2, 4]","[8, 8, 6, 8, 8, 6]",5,2,3,3
5814,haort654q,28,24,1,7.703,experiment_FR,-2,56,7.0,0.7,27,29,2,0,"[2, 1, 8, 4, 7, 5]","[6, 4, 1, 7, 5, 6]",6,5,1,1
5815,haort654q,29,24,0,3.02509999999404,experiment_FR,-3,65,7.0,0.7,31,34,3,1,"[5, 3, 7, 8, 4, 4]","[4, 8, 2, 5, 7, 8]",5,5,0,0
5816,haort654q,30,24,0,4.81880000001192,experiment_FR,-3,51,7.0,0.7,24,27,3,1,"[3, 2, 8, 3, 2, 6]","[5, 2, 3, 5, 7, 5]",4,4,0,0
5817,haort654q,31,24,0,2.33909999999404,experiment_FR,-8,52,7.0,0.7,22,30,8,1,"[5, 3, 6, 3, 3, 2]","[3, 7, 5, 8, 5, 2]",4,5,-1,1
5818,haort654q,32,24,0,4.19540000000596,experiment_FR,-6,60,7.0,0.7,27,33,6,1,"[1, 4, 8, 3, 8, 3]","[6, 5, 7, 3, 5, 7]",4,4,0,0
5819,haort654q,33,24,1,4.01259999999404,experiment_FR,6,68,7.0,0.7,37,31,6,1,"[6, 6, 7, 6, 8, 4]","[8, 8, 6, 1, 2, 6]",4,4,0,0
5820,haort654q,34,24,1,2.87380000001192,experiment_FR,7,61,7.0,0.7,34,27,7,1,"[8, 6, 1, 6, 7, 6]","[3, 7, 2, 1, 8, 6]",4,6,-2,2
5821,haort654q,35,24,1,4.778,experiment_FR,7,47,7.0,0.7,27,20,7,1,"[1, 2, 1, 8, 8, 7]","[3, 2, 5, 1, 6, 3]",4,5,-1,1
5822,haort654q,36,24,1,9.28769999998808,experiment_FR,5,45,7.0,0.7,25,20,5,1,"[2, 8, 3, 3, 3, 6]","[1, 7, 4, 2, 5, 1]",4,5,-1,1
5823,haort654q,37,24,1,2.012,experiment_FR,6,40,7.0,0.7,23,17,6,1,"[1, 1, 8, 6, 4, 3]","[3, 3, 3, 1, 2, 5]",5,4,1,1
5824,haort654q,38,24,0,2.21270000001788,experiment_FR,-6,56,7.0,0.7,25,31,6,1,"[3, 3, 3, 4, 7, 5]","[6, 4, 4, 7, 7, 3]",4,4,0,0
5825,haort654q,39,24,1,3.85359999999404,experiment_FR,8,58,7.0,0.7,33,25,8,1,"[8, 6, 2, 5, 6, 6]","[2, 1, 1, 8, 7, 6]",4,5,-1,1
5826,haort654q,41,24,1,3.691,experiment_FR,3,39,7.0,0.7,21,18,3,1,"[3, 4, 5, 1, 5, 3]","[3, 5, 3, 1, 3, 3]",4,3,1,1
5827,haort654q,42,24,1,2.63140000000596,experiment_FR,5,61,7.0,0.7,33,28,5,1,"[4, 8, 2, 7, 7, 5]","[7, 3, 8, 5, 2, 3]",5,5,0,0
5828,haort654q,43,24,0,3.77490000000596,experiment_FR,-6,54,7.0,0.7,24,30,6,1,"[6, 7, 3, 4, 2, 2]","[3, 3, 6, 6, 7, 5]",5,4,1,1
5829,haort654q,44,24,1,3.3,experiment_FR,3,49,7.0,0.7,26,23,3,1,"[2, 8, 2, 7, 2, 5]","[1, 5, 7, 3, 6, 1]",4,5,-1,1
5830,haort654q,45,24,0,7.96059999999404,experiment_FR,-1,67,7.0,0.7,33,34,1,1,"[5, 8, 3, 5, 7, 5]","[6, 2, 5, 7, 7, 7]",4,4,0,0
5831,haort654q,46,24,1,4.228,experiment_FR,5,65,7.0,0.7,35,30,5,1,"[6, 3, 8, 3, 7, 8]","[8, 1, 5, 6, 7, 3]",4,6,-2,2
5832,haort654q,47,24,0,3.424,experiment_FR,-2,56,7.0,0.7,27,29,2,1,"[4, 2, 6, 3, 6, 6]","[6, 6, 3, 5, 2, 7]",4,5,-1,1
5833,haort654q,48,24,0,2.60829999998212,experiment_FR,-16,50,7.0,0.7,17,33,16,1,"[1, 1, 1, 5, 4, 5]","[2, 3, 4, 8, 8, 8]",3,4,-1,1
5834,haort654q,49,24,0,1.86869999998808,experiment_FR,-10,56,7.0,0.7,23,33,10,1,"[8, 6, 1, 4, 2, 2]","[6, 8, 5, 7, 6, 1]",5,5,0,0
5835,haort654q,50,24,0,2.61209999999404,experiment_FR,-4,48,7.0,0.7,22,26,4,1,"[1, 3, 7, 4, 2, 5]","[1, 8, 3, 6, 6, 2]",6,5,1,1
5836,haort654q,51,24,0,2.56229999998212,experiment_FR,-13,45,7.0,0.7,16,29,13,1,"[1, 4, 6, 3, 1, 1]","[5, 7, 6, 3, 2, 6]",4,5,-1,1
5837,haort654q,52,24,1,5.12209999999404,experiment_FR,3,51,7.0,0.7,27,24,3,1,"[5, 1, 6, 6, 4, 5]","[5, 6, 2, 2, 7, 2]",4,4,0,0
5838,haort654q,53,24,0,5.72459999999404,experiment_FR,-1,53,7.0,0.7,26,27,1,1,"[3, 5, 4, 7, 6, 1]","[3, 4, 5, 4, 5, 6]",6,4,2,2
5839,haort654q,54,24,1,5.37579999998212,experiment_FR,8,62,7.0,0.7,35,27,8,1,"[8, 6, 7, 7, 5, 2]","[8, 5, 5, 2, 4, 3]",5,5,0,0
5840,haort654q,55,24,0,2.41,experiment_FR,-7,43,7.0,0.7,18,25,7,1,"[2, 3, 2, 2, 5, 4]","[1, 3, 8, 3, 4, 6]",4,5,-1,1
5841,haort654q,56,24,1,5.98769999998808,experiment_FR,0,50,7.0,0.7,25,25,0,0,"[8, 4, 6, 1, 4, 2]","[6, 6, 2, 2, 5, 4]",5,4,1,1
5842,haort654q,57,24,0,1.5595,experiment_FR,-14,40,7.0,0.7,13,27,14,1,"[4, 3, 1, 3, 1, 1]","[5, 5, 4, 6, 3, 4]",3,4,-1,1
5843,haort654q,58,24,1,3.53040000000596,experiment_FR,5,59,7.0,0.7,32,27,5,1,"[1, 5, 8, 7, 3, 8]","[8, 8, 1, 5, 2, 3]",5,5,0,0
5844,haort654q,59,24,0,1.82019999998808,experiment_FR,-12,44,7.0,0.7,16,28,12,1,"[1, 2, 2, 5, 2, 4]","[6, 5, 3, 7, 3, 4]",4,5,-1,1
5845,haort654q,60,24,1,2.333,experiment_FR,3,55,7.0,0.7,29,26,3,1,"[4, 8, 5, 4, 7, 1]","[3, 8, 2, 3, 2, 8]",5,3,2,2
5846,haort654q,61,24,0,1.21630000001192,experiment_FR,-17,51,7.0,0.7,17,34,17,1,"[4, 1, 1, 1, 4, 6]","[5, 2, 8, 4, 7, 8]",3,5,-2,2
5847,haort654q,62,24,0,3.99979999998212,experiment_FR,-7,43,7.0,0.7,18,25,7,1,"[1, 1, 6, 1, 1, 8]","[4, 3, 4, 1, 8, 5]",3,5,-2,2
5848,haort654q,63,24,0,9.18030000001192,experiment_FR,-4,50,7.0,0.7,23,27,4,1,"[4, 1, 6, 7, 4, 1]","[4, 2, 5, 8, 2, 6]",4,5,-1,1
5849,haort654q,64,24,0,5.07969999998808,experiment_FR,-2,50,7.0,0.7,24,26,2,1,"[1, 5, 5, 1, 7, 5]","[2, 6, 8, 4, 4, 2]",3,4,-1,1
5850,haort654q,65,24,0,1.333,experiment_FR,-13,57,7.0,0.7,22,35,13,1,"[3, 4, 2, 4, 8, 1]","[8, 1, 5, 7, 8, 6]",5,5,0,0
5851,haort654q,66,24,0,5.09290000000596,experiment_FR,-3,49,7.0,0.7,23,26,3,1,"[6, 5, 1, 2, 8, 1]","[3, 5, 7, 1, 4, 6]",5,6,-1,1
5852,haort654q,67,24,1,3.36609999999404,experiment_FR,6,50,7.0,0.7,28,22,6,1,"[7, 3, 7, 1, 6, 4]","[4, 1, 1, 5, 6, 5]",5,4,1,1
5853,haort654q,68,24,1,2.513,experiment_FR,2,54,7.0,0.7,28,26,2,1,"[8, 1, 4, 4, 6, 5]","[6, 5, 3, 2, 7, 3]",5,5,0,0
5854,haort654q,69,24,1,1.32159999999404,experiment_FR,6,34,7.0,0.7,20,14,6,1,"[1, 2, 2, 4, 3, 8]","[3, 4, 1, 2, 3, 1]",5,4,1,1
5855,haort654q,70,24,1,1.968,experiment_FR,8,58,7.0,0.7,33,25,8,1,"[4, 7, 8, 7, 5, 2]","[8, 3, 4, 1, 6, 3]",5,5,0,0
5856,haort654q,71,24,0,2.30110000002384,experiment_FR,-5,49,7.0,0.7,22,27,5,1,"[3, 6, 6, 1, 1, 5]","[7, 5, 6, 2, 2, 5]",4,4,0,0
5857,haort654q,72,24,0,2.38179999998212,experiment_FR,-15,51,7.0,0.7,18,33,15,1,"[1, 3, 1, 1, 7, 5]","[6, 8, 5, 7, 2, 5]",4,5,-1,1
5858,haort654q,73,24,1,5.37889999997616,experiment_FR,6,56,7.0,0.7,31,25,6,1,"[7, 6, 5, 8, 2, 3]","[4, 8, 4, 2, 6, 1]",6,5,1,1
5859,haort654q,74,24,0,5.58389999997616,experiment_FR,-4,52,7.0,0.7,24,28,4,1,"[3, 3, 4, 4, 2, 8]","[8, 5, 1, 3, 8, 3]",4,4,0,0
5860,haort654q,75,24,1,5.30359999999404,experiment_FR,1,57,7.0,0.7,29,28,1,1,"[3, 7, 7, 5, 4, 3]","[2, 6, 6, 6, 2, 6]",4,2,2,2
5861,haort654q,76,24,1,3.89269999998808,experiment_FR,4,42,7.0,0.7,23,19,4,1,"[4, 1, 2, 2, 8, 6]","[3, 3, 7, 1, 3, 2]",5,4,1,1
5862,haort654q,77,24,1,2.63909999999404,experiment_FR,11,65,7.0,0.7,38,27,11,1,"[7, 8, 3, 7, 8, 5]","[6, 6, 2, 3, 3, 7]",4,4,0,0
5863,haort654q,78,24,1,5.23169999998808,experiment_FR,0,66,7.0,0.7,33,33,0,1,"[8, 6, 5, 8, 1, 5]","[6, 4, 3, 7, 6, 7]",4,4,0,0
5864,haort654q,79,24,0,4.62830000001192,experiment_FR,-1,71,7.0,0.7,35,36,1,1,"[6, 6, 2, 8, 8, 5]","[4, 6, 5, 6, 8, 7]",4,5,-1,1
5865,haort654q,80,24,1,2.06679999998212,experiment_FR,8,60,7.0,0.7,34,26,8,1,"[5, 8, 5, 4, 7, 5]","[6, 1, 4, 8, 1, 6]",4,4,0,0
5866,haort654q,81,24,1,5.25570000001788,experiment_FR,3,61,7.0,0.7,32,29,3,1,"[6, 1, 5, 7, 8, 5]","[2, 4, 7, 5, 4, 7]",5,4,1,1
5867,haort654q,82,24,1,4.905,experiment_FR,4,56,7.0,0.7,30,26,4,1,"[8, 5, 3, 6, 7, 1]","[7, 3, 8, 6, 1, 1]",6,5,1,1
5868,haort654q,83,24,1,2.68440000000596,experiment_FR,8,46,7.0,0.7,27,19,8,1,"[2, 5, 8, 6, 2, 4]","[1, 2, 2, 7, 2, 5]",5,4,1,1
5869,haort654q,84,24,1,2.47470000001788,experiment_FR,3,55,7.0,0.7,29,26,3,1,"[2, 6, 5, 3, 6, 7]","[4, 1, 5, 5, 8, 3]",5,5,0,0
5870,haort654q,86,24,0,4.36119999998808,experiment_FR,-10,56,7.0,0.7,23,33,10,1,"[4, 2, 1, 5, 3, 8]","[5, 8, 4, 5, 7, 4]",6,4,2,2
5871,haort654q,87,24,0,2.2355,experiment_FR,-8,58,7.0,0.7,25,33,8,1,"[1, 6, 2, 3, 6, 7]","[5, 8, 7, 4, 1, 8]",5,5,0,0
5872,haort654q,88,24,1,5.48879999998212,experiment_FR,4,48,7.0,0.7,26,22,4,1,"[4, 4, 3, 4, 8, 3]","[5, 1, 3, 7, 3, 3]",3,4,-1,1
5873,haort654q,89,24,0,6.02330000001192,experiment_FR,-2,40,7.0,0.7,19,21,2,1,"[2, 3, 5, 1, 4, 4]","[1, 7, 3, 6, 1, 3]",5,4,1,1
5874,haort654q,90,24,0,9.54309999999404,experiment_FR,-3,63,7.0,0.7,30,33,3,1,"[6, 6, 6, 1, 7, 4]","[8, 2, 8, 4, 4, 7]",4,4,0,0
5875,haort654q,91,24,1,6.00570000001788,experiment_FR,8,46,7.0,0.7,27,19,8,1,"[1, 4, 5, 6, 4, 7]","[1, 3, 8, 2, 4, 1]",5,5,0,0
5876,haort654q,92,24,1,3.99060000002384,experiment_FR,1,39,7.0,0.7,20,19,1,1,"[5, 4, 4, 1, 4, 2]","[2, 3, 2, 5, 1, 6]",4,5,-1,1
5877,haort654q,93,24,1,5.85569999998808,experiment_FR,17,55,7.0,0.7,36,19,17,1,"[8, 7, 8, 4, 1, 8]","[6, 2, 2, 5, 1, 3]",4,5,-1,1
5878,haort654q,94,24,1,3.24169999998808,experiment_FR,3,49,7.0,0.7,26,23,3,1,"[3, 7, 3, 5, 5, 3]","[4, 4, 3, 5, 1, 6]",3,5,-2,2
